filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1.jpg,66770,"{}",68,46,"{""name"":""rect"",""x"":404,""y"":293,""width"":116,""height"":116}","{}"
1.jpg,66770,"{}",68,47,"{""name"":""rect"",""x"":530,""y"":366,""width"":53,""height"":38}","{}"
1.jpg,66770,"{}",68,48,"{""name"":""rect"",""x"":552,""y"":338,""width"":47,""height"":37}","{}"
1.jpg,66770,"{}",68,49,"{""name"":""rect"",""x"":568,""y"":313,""width"":46,""height"":31}","{}"
1.jpg,66770,"{}",68,50,"{""name"":""rect"",""x"":581,""y"":284,""width"":40,""height"":33}","{}"
1.jpg,66770,"{}",68,51,"{""name"":""rect"",""x"":598,""y"":270,""width"":35,""height"":25}","{}"
1.jpg,66770,"{}",68,52,"{""name"":""rect"",""x"":507,""y"":237,""width"":27,""height"":25}","{}"
1.jpg,66770,"{}",68,53,"{""name"":""rect"",""x"":557,""y"":239,""width"":30,""height"":27}","{}"
1.jpg,66770,"{}",68,54,"{""name"":""rect"",""x"":542,""y"":216,""width"":28,""height"":21}","{}"
1.jpg,66770,"{}",68,55,"{""name"":""rect"",""x"":583,""y"":219,""width"":27,""height"":18}","{}"
1.jpg,66770,"{}",68,56,"{""name"":""rect"",""x"":676,""y"":219,""width"":26,""height"":20}","{}"
1.jpg,66770,"{}",68,57,"{""name"":""rect"",""x"":628,""y"":229,""width"":26,""height"":27}","{}"
1.jpg,66770,"{}",68,58,"{""name"":""rect"",""x"":637,""y"":211,""width"":26,""height"":20}","{}"
1.jpg,66770,"{}",68,59,"{""name"":""rect"",""x"":669,""y"":197,""width"":27,""height"":14}","{}"
1.jpg,66770,"{}",68,60,"{""name"":""rect"",""x"":643,""y"":199,""width"":24,""height"":15}","{}"
1.jpg,66770,"{}",68,61,"{""name"":""rect"",""x"":609,""y"":188,""width"":23,""height"":16}","{}"
1.jpg,66770,"{}",68,62,"{""name"":""rect"",""x"":568,""y"":179,""width"":28,""height"":35}","{}"
1.jpg,66770,"{}",68,63,"{""name"":""rect"",""x"":598,""y"":181,""width"":5,""height"":17}","{}"
1.jpg,66770,"{}",68,64,"{""name"":""rect"",""x"":646,""y"":163,""width"":28,""height"":35}","{}"
1.jpg,66770,"{}",68,65,"{""name"":""rect"",""x"":612,""y"":144,""width"":18,""height"":13}","{}"
1.jpg,66770,"{}",68,66,"{""name"":""rect"",""x"":694,""y"":147,""width"":18,""height"":14}","{}"
1.jpg,66770,"{}",68,67,"{""name"":""rect"",""x"":661,""y"":79,""width"":17,""height"":25}","{}"
2.jpg,79568,"{}",80,0,"{""name"":""rect"",""x"":57,""y"":342,""width"":64,""height"":38}","{}"
2.jpg,79568,"{}",80,1,"{""name"":""rect"",""x"":11,""y"":296,""width"":54,""height"":37}","{}"
2.jpg,79568,"{}",80,2,"{""name"":""rect"",""x"":105,""y"":299,""width"":46,""height"":28}","{}"
2.jpg,79568,"{}",80,3,"{""name"":""rect"",""x"":112,""y"":267,""width"":42,""height"":29}","{}"
2.jpg,79568,"{}",80,4,"{""name"":""rect"",""x"":81,""y"":243,""width"":44,""height"":26}","{}"
2.jpg,79568,"{}",80,5,"{""name"":""rect"",""x"":173,""y"":247,""width"":32,""height"":33}","{}"
2.jpg,79568,"{}",80,6,"{""name"":""rect"",""x"":189,""y"":269,""width"":40,""height"":32}","{}"
2.jpg,79568,"{}",80,7,"{""name"":""rect"",""x"":236,""y"":247,""width"":33,""height"":30}","{}"
2.jpg,79568,"{}",80,8,"{""name"":""rect"",""x"":217,""y"":238,""width"":36,""height"":20}","{}"
2.jpg,79568,"{}",80,9,"{""name"":""rect"",""x"":303,""y"":244,""width"":31,""height"":30}","{}"
2.jpg,79568,"{}",80,10,"{""name"":""rect"",""x"":270,""y"":243,""width"":26,""height"":22}","{}"
2.jpg,79568,"{}",80,11,"{""name"":""rect"",""x"":232,""y"":213,""width"":29,""height"":16}","{}"
2.jpg,79568,"{}",80,12,"{""name"":""rect"",""x"":250,""y"":230,""width"":28,""height"":16}","{}"
2.jpg,79568,"{}",80,13,"{""name"":""rect"",""x"":314,""y"":207,""width"":30,""height"":20}","{}"
2.jpg,79568,"{}",80,14,"{""name"":""rect"",""x"":346,""y"":229,""width"":29,""height"":22}","{}"
2.jpg,79568,"{}",80,15,"{""name"":""rect"",""x"":350,""y"":198,""width"":22,""height"":16}","{}"
2.jpg,79568,"{}",80,16,"{""name"":""rect"",""x"":362,""y"":208,""width"":27,""height"":15}","{}"
2.jpg,79568,"{}",80,17,"{""name"":""rect"",""x"":366,""y"":224,""width"":28,""height"":16}","{}"
2.jpg,79568,"{}",80,18,"{""name"":""rect"",""x"":409,""y"":210,""width"":29,""height"":12}","{}"
2.jpg,79568,"{}",80,19,"{""name"":""rect"",""x"":391,""y"":197,""width"":21,""height"":12}","{}"
2.jpg,79568,"{}",80,20,"{""name"":""rect"",""x"":463,""y"":178,""width"":22,""height"":19}","{}"
2.jpg,79568,"{}",80,21,"{""name"":""rect"",""x"":446,""y"":178,""width"":20,""height"":13}","{}"
2.jpg,79568,"{}",80,22,"{""name"":""rect"",""x"":414,""y"":187,""width"":20,""height"":15}","{}"
2.jpg,79568,"{}",80,23,"{""name"":""rect"",""x"":398,""y"":180,""width"":18,""height"":16}","{}"
2.jpg,79568,"{}",80,24,"{""name"":""rect"",""x"":422,""y"":171,""width"":16,""height"":19}","{}"
2.jpg,79568,"{}",80,25,"{""name"":""rect"",""x"":507,""y"":158,""width"":19,""height"":12}","{}"
2.jpg,79568,"{}",80,26,"{""name"":""rect"",""x"":485,""y"":156,""width"":13,""height"":9}","{}"
2.jpg,79568,"{}",80,27,"{""name"":""rect"",""x"":373,""y"":197,""width"":18,""height"":10}","{}"
2.jpg,79568,"{}",80,28,"{""name"":""rect"",""x"":435,""y"":148,""width"":15,""height"":12}","{}"
2.jpg,79568,"{}",80,29,"{""name"":""rect"",""x"":423,""y"":163,""width"":16,""height"":7}","{}"
2.jpg,79568,"{}",80,30,"{""name"":""rect"",""x"":467,""y"":144,""width"":18,""height"":12}","{}"
2.jpg,79568,"{}",80,31,"{""name"":""rect"",""x"":463,""y"":128,""width"":15,""height"":12}","{}"
2.jpg,79568,"{}",80,32,"{""name"":""rect"",""x"":476,""y"":119,""width"":15,""height"":10}","{}"
2.jpg,79568,"{}",80,33,"{""name"":""rect"",""x"":479,""y"":132,""width"":21,""height"":10}","{}"
2.jpg,79568,"{}",80,34,"{""name"":""rect"",""x"":519,""y"":129,""width"":16,""height"":11}","{}"
2.jpg,79568,"{}",80,35,"{""name"":""rect"",""x"":516,""y"":120,""width"":15,""height"":10}","{}"
2.jpg,79568,"{}",80,36,"{""name"":""rect"",""x"":528,""y"":109,""width"":15,""height"":12}","{}"
2.jpg,79568,"{}",80,37,"{""name"":""rect"",""x"":520,""y"":102,""width"":10,""height"":8}","{}"
2.jpg,79568,"{}",80,38,"{""name"":""rect"",""x"":512,""y"":89,""width"":12,""height"":8}","{}"
2.jpg,79568,"{}",80,39,"{""name"":""rect"",""x"":528,""y"":93,""width"":14,""height"":9}","{}"
2.jpg,79568,"{}",80,40,"{""name"":""rect"",""x"":550,""y"":92,""width"":14,""height"":9}","{}"
2.jpg,79568,"{}",80,41,"{""name"":""rect"",""x"":568,""y"":96,""width"":13,""height"":8}","{}"
2.jpg,79568,"{}",80,42,"{""name"":""rect"",""x"":586,""y"":77,""width"":12,""height"":9}","{}"
2.jpg,79568,"{}",80,43,"{""name"":""rect"",""x"":564,""y"":77,""width"":11,""height"":9}","{}"
2.jpg,79568,"{}",80,44,"{""name"":""rect"",""x"":550,""y"":85,""width"":12,""height"":7}","{}"
2.jpg,79568,"{}",80,45,"{""name"":""rect"",""x"":535,""y"":85,""width"":12,""height"":10}","{}"
2.jpg,79568,"{}",80,46,"{""name"":""rect"",""x"":521,""y"":84,""width"":12,""height"":8}","{}"
2.jpg,79568,"{}",80,47,"{""name"":""rect"",""x"":545,""y"":78,""width"":12,""height"":6}","{}"
2.jpg,79568,"{}",80,48,"{""name"":""rect"",""x"":574,""y"":68,""width"":11,""height"":7}","{}"
2.jpg,79568,"{}",80,49,"{""name"":""rect"",""x"":331,""y"":366,""width"":71,""height"":43}","{}"
2.jpg,79568,"{}",80,50,"{""name"":""rect"",""x"":523,""y"":377,""width"":49,""height"":32}","{}"
2.jpg,79568,"{}",80,51,"{""name"":""rect"",""x"":478,""y"":329,""width"":43,""height"":32}","{}"
2.jpg,79568,"{}",80,52,"{""name"":""rect"",""x"":437,""y"":293,""width"":34,""height"":27}","{}"
2.jpg,79568,"{}",80,53,"{""name"":""rect"",""x"":555,""y"":350,""width"":43,""height"":37}","{}"
2.jpg,79568,"{}",80,54,"{""name"":""rect"",""x"":572,""y"":319,""width"":41,""height"":33}","{}"
2.jpg,79568,"{}",80,55,"{""name"":""rect"",""x"":568,""y"":302,""width"":42,""height"":18}","{}"
2.jpg,79568,"{}",80,56,"{""name"":""rect"",""x"":611,""y"":293,""width"":13,""height"":27}","{}"
2.jpg,79568,"{}",80,57,"{""name"":""rect"",""x"":579,""y"":291,""width"":39,""height"":11}","{}"
2.jpg,79568,"{}",80,58,"{""name"":""rect"",""x"":600,""y"":276,""width"":26,""height"":16}","{}"
2.jpg,79568,"{}",80,59,"{""name"":""rect"",""x"":601,""y"":257,""width"":32,""height"":19}","{}"
2.jpg,79568,"{}",80,60,"{""name"":""rect"",""x"":530,""y"":274,""width"":34,""height"":32}","{}"
2.jpg,79568,"{}",80,61,"{""name"":""rect"",""x"":473,""y"":265,""width"":36,""height"":27}","{}"
2.jpg,79568,"{}",80,62,"{""name"":""rect"",""x"":498,""y"":241,""width"":33,""height"":26}","{}"
2.jpg,79568,"{}",80,63,"{""name"":""rect"",""x"":547,""y"":253,""width"":32,""height"":24}","{}"
2.jpg,79568,"{}",80,64,"{""name"":""rect"",""x"":760,""y"":308,""width"":39,""height"":38}","{}"
2.jpg,79568,"{}",80,65,"{""name"":""rect"",""x"":696,""y"":234,""width"":59,""height"":70}","{}"
2.jpg,79568,"{}",80,66,"{""name"":""rect"",""x"":665,""y"":252,""width"":30,""height"":28}","{}"
2.jpg,79568,"{}",80,67,"{""name"":""rect"",""x"":631,""y"":249,""width"":30,""height"":21}","{}"
2.jpg,79568,"{}",80,68,"{""name"":""rect"",""x"":534,""y"":227,""width"":30,""height"":23}","{}"
2.jpg,79568,"{}",80,69,"{""name"":""rect"",""x"":548,""y"":209,""width"":31,""height"":19}","{}"
2.jpg,79568,"{}",80,70,"{""name"":""rect"",""x"":597,""y"":208,""width"":21,""height"":18}","{}"
2.jpg,79568,"{}",80,71,"{""name"":""rect"",""x"":574,""y"":192,""width"":20,""height"":14}","{}"
2.jpg,79568,"{}",80,72,"{""name"":""rect"",""x"":611,""y"":193,""width"":19,""height"":14}","{}"
2.jpg,79568,"{}",80,73,"{""name"":""rect"",""x"":633,""y"":223,""width"":27,""height"":24}","{}"
2.jpg,79568,"{}",80,74,"{""name"":""rect"",""x"":659,""y"":218,""width"":28,""height"":21}","{}"
2.jpg,79568,"{}",80,75,"{""name"":""rect"",""x"":642,""y"":193,""width"":26,""height"":25}","{}"
2.jpg,79568,"{}",80,76,"{""name"":""rect"",""x"":624,""y"":181,""width"":17,""height"":16}","{}"
2.jpg,79568,"{}",80,77,"{""name"":""rect"",""x"":679,""y"":192,""width"":32,""height"":23}","{}"
2.jpg,79568,"{}",80,78,"{""name"":""rect"",""x"":624,""y"":144,""width"":25,""height"":40}","{}"
2.jpg,79568,"{}",80,79,"{""name"":""rect"",""x"":666,""y"":77,""width"":12,""height"":13}","{}"
3.jpg,64871,"{}",55,0,"{""name"":""rect"",""x"":22,""y"":330,""width"":49,""height"":32}","{}"
3.jpg,64871,"{}",55,1,"{""name"":""rect"",""x"":9,""y"":302,""width"":46,""height"":32}","{}"
3.jpg,64871,"{}",55,2,"{""name"":""rect"",""x"":62,""y"":242,""width"":36,""height"":32}","{}"
3.jpg,64871,"{}",55,3,"{""name"":""rect"",""x"":125,""y"":261,""width"":42,""height"":35}","{}"
3.jpg,64871,"{}",55,4,"{""name"":""rect"",""x"":163,""y"":215,""width"":42,""height"":32}","{}"
3.jpg,64871,"{}",55,5,"{""name"":""rect"",""x"":219,""y"":256,""width"":32,""height"":24}","{}"
3.jpg,64871,"{}",55,6,"{""name"":""rect"",""x"":215,""y"":242,""width"":30,""height"":18}","{}"
3.jpg,64871,"{}",55,7,"{""name"":""rect"",""x"":257,""y"":239,""width"":35,""height"":22}","{}"
3.jpg,64871,"{}",55,8,"{""name"":""rect"",""x"":263,""y"":201,""width"":27,""height"":19}","{}"
3.jpg,64871,"{}",55,9,"{""name"":""rect"",""x"":280,""y"":220,""width"":26,""height"":17}","{}"
3.jpg,64871,"{}",55,10,"{""name"":""rect"",""x"":332,""y"":236,""width"":30,""height"":22}","{}"
3.jpg,64871,"{}",55,11,"{""name"":""rect"",""x"":325,""y"":207,""width"":18,""height"":16}","{}"
3.jpg,64871,"{}",55,12,"{""name"":""rect"",""x"":348,""y"":210,""width"":22,""height"":17}","{}"
3.jpg,64871,"{}",55,13,"{""name"":""rect"",""x"":359,""y"":193,""width"":25,""height"":13}","{}"
3.jpg,64871,"{}",55,14,"{""name"":""rect"",""x"":381,""y"":195,""width"":23,""height"":16}","{}"
3.jpg,64871,"{}",55,15,"{""name"":""rect"",""x"":406,""y"":202,""width"":25,""height"":19}","{}"
3.jpg,64871,"{}",55,16,"{""name"":""rect"",""x"":433,""y"":195,""width"":19,""height"":12}","{}"
3.jpg,64871,"{}",55,17,"{""name"":""rect"",""x"":411,""y"":188,""width"":21,""height"":11}","{}"
3.jpg,64871,"{}",55,18,"{""name"":""rect"",""x"":387,""y"":184,""width"":23,""height"":8}","{}"
3.jpg,64871,"{}",55,19,"{""name"":""rect"",""x"":422,""y"":170,""width"":19,""height"":12}","{}"
3.jpg,64871,"{}",55,20,"{""name"":""rect"",""x"":453,""y"":184,""width"":25,""height"":16}","{}"
3.jpg,64871,"{}",55,21,"{""name"":""rect"",""x"":464,""y"":168,""width"":20,""height"":11}","{}"
3.jpg,64871,"{}",55,22,"{""name"":""rect"",""x"":498,""y"":162,""width"":23,""height"":15}","{}"
3.jpg,64871,"{}",55,23,"{""name"":""rect"",""x"":475,""y"":159,""width"":21,""height"":11}","{}"
3.jpg,64871,"{}",55,24,"{""name"":""rect"",""x"":451,""y"":156,""width"":22,""height"":8}","{}"
3.jpg,64871,"{}",55,25,"{""name"":""rect"",""x"":470,""y"":146,""width"":16,""height"":9}","{}"
3.jpg,64871,"{}",55,26,"{""name"":""rect"",""x"":483,""y"":131,""width"":15,""height"":10}","{}"
3.jpg,64871,"{}",55,27,"{""name"":""rect"",""x"":496,""y"":121,""width"":18,""height"":10}","{}"
3.jpg,64871,"{}",55,28,"{""name"":""rect"",""x"":504,""y"":99,""width"":14,""height"":7}","{}"
3.jpg,64871,"{}",55,29,"{""name"":""rect"",""x"":530,""y"":74,""width"":16,""height"":24}","{}"
3.jpg,64871,"{}",55,30,"{""name"":""rect"",""x"":562,""y"":80,""width"":15,""height"":10}","{}"
3.jpg,64871,"{}",55,31,"{""name"":""rect"",""x"":509,""y"":107,""width"":16,""height"":10}","{}"
3.jpg,64871,"{}",55,32,"{""name"":""rect"",""x"":516,""y"":123,""width"":17,""height"":11}","{}"
3.jpg,64871,"{}",55,33,"{""name"":""rect"",""x"":536,""y"":130,""width"":18,""height"":12}","{}"
3.jpg,64871,"{}",55,34,"{""name"":""rect"",""x"":527,""y"":112,""width"":18,""height"":10}","{}"
3.jpg,64871,"{}",55,35,"{""name"":""rect"",""x"":580,""y"":83,""width"":15,""height"":9}","{}"
3.jpg,64871,"{}",55,36,"{""name"":""rect"",""x"":583,""y"":73,""width"":15,""height"":9}","{}"
3.jpg,64871,"{}",55,37,"{""name"":""rect"",""x"":552,""y"":61,""width"":13,""height"":9}","{}"
3.jpg,64871,"{}",55,38,"{""name"":""rect"",""x"":367,""y"":350,""width"":51,""height"":37}","{}"
3.jpg,64871,"{}",55,39,"{""name"":""rect"",""x"":429,""y"":287,""width"":44,""height"":46}","{}"
3.jpg,64871,"{}",55,40,"{""name"":""rect"",""x"":490,""y"":308,""width"":39,""height"":34}","{}"
3.jpg,64871,"{}",55,41,"{""name"":""rect"",""x"":559,""y"":317,""width"":51,""height"":44}","{}"
3.jpg,64871,"{}",55,42,"{""name"":""rect"",""x"":533,""y"":277,""width"":42,""height"":27}","{}"
3.jpg,64871,"{}",55,43,"{""name"":""rect"",""x"":584,""y"":294,""width"":38,""height"":24}","{}"
3.jpg,64871,"{}",55,44,"{""name"":""rect"",""x"":599,""y"":256,""width"":35,""height"":30}","{}"
3.jpg,64871,"{}",55,45,"{""name"":""rect"",""x"":611,""y"":241,""width"":29,""height"":16}","{}"
3.jpg,64871,"{}",55,46,"{""name"":""rect"",""x"":594,""y"":201,""width"":25,""height"":26}","{}"
3.jpg,64871,"{}",55,47,"{""name"":""rect"",""x"":541,""y"":177,""width"":40,""height"":54}","{}"
3.jpg,64871,"{}",55,48,"{""name"":""rect"",""x"":698,""y"":254,""width"":46,""height"":43}","{}"
3.jpg,64871,"{}",55,49,"{""name"":""rect"",""x"":660,""y"":235,""width"":34,""height"":25}","{}"
3.jpg,64871,"{}",55,50,"{""name"":""rect"",""x"":688,""y"":183,""width"":22,""height"":20}","{}"
3.jpg,64871,"{}",55,51,"{""name"":""rect"",""x"":661,""y"":161,""width"":21,""height"":18}","{}"
3.jpg,64871,"{}",55,52,"{""name"":""rect"",""x"":759,""y"":70,""width"":13,""height"":9}","{}"
3.jpg,64871,"{}",55,53,"{""name"":""rect"",""x"":693,""y"":156,""width"":22,""height"":16}","{}"
3.jpg,64871,"{}",55,54,"{""name"":""rect"",""x"":647,""y"":189,""width"":25,""height"":22}","{}"
4.jpg,73132,"{}",75,0,"{""name"":""rect"",""x"":32,""y"":324,""width"":52,""height"":32}","{}"
4.jpg,73132,"{}",75,1,"{""name"":""rect"",""x"":39,""y"":289,""width"":62,""height"":31}","{}"
4.jpg,73132,"{}",75,2,"{""name"":""rect"",""x"":150,""y"":297,""width"":53,""height"":39}","{}"
4.jpg,73132,"{}",75,3,"{""name"":""rect"",""x"":152,""y"":259,""width"":42,""height"":28}","{}"
4.jpg,73132,"{}",75,4,"{""name"":""rect"",""x"":210,""y"":259,""width"":35,""height"":23}","{}"
4.jpg,73132,"{}",75,5,"{""name"":""rect"",""x"":256,""y"":261,""width"":38,""height"":26}","{}"
4.jpg,73132,"{}",75,6,"{""name"":""rect"",""x"":287,""y"":255,""width"":35,""height"":18}","{}"
4.jpg,73132,"{}",75,7,"{""name"":""rect"",""x"":184,""y"":220,""width"":35,""height"":23}","{}"
4.jpg,73132,"{}",75,8,"{""name"":""rect"",""x"":234,""y"":214,""width"":29,""height"":21}","{}"
4.jpg,73132,"{}",75,9,"{""name"":""rect"",""x"":252,""y"":227,""width"":29,""height"":22}","{}"
4.jpg,73132,"{}",75,10,"{""name"":""rect"",""x"":198,""y"":246,""width"":23,""height"":27}","{}"
4.jpg,73132,"{}",75,11,"{""name"":""rect"",""x"":297,""y"":228,""width"":30,""height"":22}","{}"
4.jpg,73132,"{}",75,12,"{""name"":""rect"",""x"":286,""y"":218,""width"":27,""height"":15}","{}"
4.jpg,73132,"{}",75,13,"{""name"":""rect"",""x"":278,""y"":206,""width"":24,""height"":15}","{}"
4.jpg,73132,"{}",75,14,"{""name"":""rect"",""x"":322,""y"":189,""width"":48,""height"":31}","{}"
4.jpg,73132,"{}",75,15,"{""name"":""rect"",""x"":369,""y"":190,""width"":18,""height"":15}","{}"
4.jpg,73132,"{}",75,16,"{""name"":""rect"",""x"":379,""y"":175,""width"":20,""height"":15}","{}"
4.jpg,73132,"{}",75,17,"{""name"":""rect"",""x"":420,""y"":189,""width"":20,""height"":10}","{}"
4.jpg,73132,"{}",75,18,"{""name"":""rect"",""x"":410,""y"":176,""width"":19,""height"":14}","{}"
4.jpg,73132,"{}",75,19,"{""name"":""rect"",""x"":425,""y"":171,""width"":21,""height"":11}","{}"
4.jpg,73132,"{}",75,20,"{""name"":""rect"",""x"":469,""y"":174,""width"":20,""height"":20}","{}"
4.jpg,73132,"{}",75,21,"{""name"":""rect"",""x"":463,""y"":107,""width"":24,""height"":33}","{}"
4.jpg,73132,"{}",75,22,"{""name"":""rect"",""x"":498,""y"":131,""width"":19,""height"":11}","{}"
4.jpg,73132,"{}",75,23,"{""name"":""rect"",""x"":495,""y"":124,""width"":13,""height"":11}","{}"
4.jpg,73132,"{}",75,24,"{""name"":""rect"",""x"":491,""y"":103,""width"":13,""height"":11}","{}"
4.jpg,73132,"{}",75,25,"{""name"":""rect"",""x"":518,""y"":102,""width"":13,""height"":9}","{}"
4.jpg,73132,"{}",75,26,"{""name"":""rect"",""x"":540,""y"":98,""width"":13,""height"":10}","{}"
4.jpg,73132,"{}",75,27,"{""name"":""rect"",""x"":509,""y"":91,""width"":13,""height"":8}","{}"
4.jpg,73132,"{}",75,28,"{""name"":""rect"",""x"":552,""y"":89,""width"":11,""height"":9}","{}"
4.jpg,73132,"{}",75,29,"{""name"":""rect"",""x"":573,""y"":86,""width"":14,""height"":9}","{}"
4.jpg,73132,"{}",75,30,"{""name"":""rect"",""x"":540,""y"":84,""width"":13,""height"":8}","{}"
4.jpg,73132,"{}",75,31,"{""name"":""rect"",""x"":561,""y"":78,""width"":11,""height"":7}","{}"
4.jpg,73132,"{}",75,32,"{""name"":""rect"",""x"":576,""y"":66,""width"":13,""height"":7}","{}"
4.jpg,73132,"{}",75,33,"{""name"":""rect"",""x"":526,""y"":71,""width"":12,""height"":13}","{}"
4.jpg,73132,"{}",75,34,"{""name"":""rect"",""x"":541,""y"":65,""width"":11,""height"":8}","{}"
4.jpg,73132,"{}",75,35,"{""name"":""rect"",""x"":546,""y"":76,""width"":12,""height"":8}","{}"
4.jpg,73132,"{}",75,36,"{""name"":""rect"",""x"":554,""y"":69,""width"":10,""height"":9}","{}"
4.jpg,73132,"{}",75,37,"{""name"":""rect"",""x"":560,""y"":57,""width"":10,""height"":8}","{}"
4.jpg,73132,"{}",75,38,"{""name"":""rect"",""x"":581,""y"":54,""width"":8,""height"":7}","{}"
4.jpg,73132,"{}",75,39,"{""name"":""rect"",""x"":593,""y"":53,""width"":11,""height"":8}","{}"
4.jpg,73132,"{}",75,40,"{""name"":""rect"",""x"":372,""y"":348,""width"":48,""height"":29}","{}"
